                                                title1                                                |                                                  title2                                                  
 Dr. Jekyll and Mr. Hyde                                                                              | The Mad Monster
 Dr. Jekyll and Mr. Hyde                                                                              | The Manster
 Dr. Jekyll and Mr. Hyde                                                                              | The Nutty Professor
 Dr. Jekyll and Mr. Hyde                                                                              | The Two Faces of Dr. Jekyll
 Dr. Solomon's Traveling Alien Show                                                                   | Gunsmoke
 Dr. Solomon's Traveling Alien Show                                                                   | On Golden Pond
 Dr. Solomon's Traveling Alien Show                                                                   | Who's Afraid of Virginia Woolf?
 Drummer Boy: Part 2                                                                                  | Romeo + Juliet
 Drummer Boy: Part 2                                                                                  | Thelma & Louise
 Drummer Boy: Part 2                                                                                  | Titanic
 Drummer Boy: Part 2                                                                                  | To Kill a Mockingbird
 Dude of the Living Dead                                                                              | Michael Jackson: Thriller
 Dude, Where's My Husband?                                                                            | 127 Hours
 Dude, Where's My Husband?                                                                            | Alien
 Dude, Where's My Husband?                                                                            | Dude, Where's My Car?
 Dude, Where's My Husband?                                                                            | Fight Club
 Dude, Where's My Husband?                                                                            | The First Wives Club
 Dude, Where's My Husband?                                                                            | The Real Housewives of Beverly Hills
 Dumb and Dumber                                                                                      | Dumb & Dumber
 Dumbledore Dies                                                                                      | Final Fantasy: The Spirits Within
 Dwie Zofie                                                                                           | Terminator 2: Judgment Day
 Easy, Writer                                                                                         | Deadliest Catch
 Eat, Drink, Dick, Mary                                                                               | Quincy M.E.
 Eat, Drink, Dick, Mary                                                                               | Yin shi nan nu
 Eat Everything                                                                                       | Yogi Bear
 Echoes from the Grave                                                                                | The Brady Bunch
 Ed Goes to Court                                                                                     | The Love Boat
 Edward Scissorhands                                                                                  | Edward Scissorhands
 Een kastelein is ook maar een mens                                                                   | Een kastelein is ook maar een mens
 Efterkrigstidens tio tyngsta hjärnsläpp                                                              | Äntligen hemma
 Efterkrigstidens tio tyngsta hjärnsläpp                                                              | Bullen
 Efterkrigstidens tio tyngsta hjärnsläpp                                                              | Jeopardy!
 Efterkrigstidens uslaste ögonblick                                                                   | Apocalypse Now
 Efterkrigstidens uslaste ögonblick                                                                   | Grand Theft Auto
 Efterkrigstidens uslaste ögonblick                                                                   | Se mig!
 Efterkrigstidens uslaste ögonblick                                                                   | The Godfather
 Efterkrigstidens uslaste ögonblick                                                                   | The Island of Dr. Moreau
 E Is for Ectoplasm                                                                                   | Ghostbusters
 E Is for Ectoplasm                                                                                   | Laverne & Shirley
 El Chapo/The Hostage/And the Nominees Are                                                            | The Storm After the Storm/Lumber Liquidators/Who Is Larry David?
 ...e le stelle stanno a guardare                                                                     | The Stars Look Down
 ...e le stelle stanno a guardare                                                                     | The Stars Look Down
 Eleven Angry Men and One Dick                                                                        | 12 Angry Men
 Eleven Angry Men and One Dick                                                                        | A Few Good Men
 Eleven Angry Men and One Dick                                                                        | McHale's Navy
 Eleven Angry Men and One Dick                                                                        | My Fair Lady
 @Elevenish                                                                                           | (#21.55)
 Eliksir milosci                                                                                      | The Graduate
 El viaje del Titanic                                                                                 | Titanic
 El viaje del Titanic                                                                                 | Titanic
 Elway to Marino                                                                                      | 1983 NFL Draft
 Elway to Marino                                                                                      | All My Children
 Emanuelle Goes to Dinosaur Land                                                                      | (#18.85)
 Emergence                                                                                            | Bill & Ted's Excellent Adventure
 Employee of the Month                                                                                | X-Men
 Endangered Species                                                                                   | King Kong
 Enemy of the State/The F-35/Cate Blanchett                                                           | Manhunt/The Pink Panthers/The Cartoonist
 Enemy of the State/The F-35/Cate Blanchett                                                           | The Cost of Admission/Three Generations of Punishment/Around the World in 20 Days
 England vs. France                                                                                   | 2011 FIFA Women's World Cup
 Enter the Dragon                                                                                     | Enter the Dragon
 Environmental Hazards                                                                                | 2004 World Series of Poker
 Environmental Hazards                                                                                | Flow: For Love of Water
 Environmental Hazards                                                                                | Metropolis
 Environmental Hazards                                                                                | Star Wars
 Environmental Hazards                                                                                | The Dark Knight
 Environmental Hazards                                                                                | The Maltese Falcon
 Environmental Hazards                                                                                | Women's Intuition
 Episode 1                                                                                            | Burma VJ: Reporter i et lukket land
 Episode 1                                                                                            | Catfish
 Episode 1                                                                                            | Little Dieter Needs to Fly
 Episode 1                                                                                            | Madonna: Truth or Dare
 Episode 1                                                                                            | One Day in September
 Episode 1                                                                                            | Spellbound
 Episode 1                                                                                            | The Decline of Western Civilization Part II: The Metal Years
 Episode 1                                                                                            | The Kid Stays in the Picture
 Episode 1                                                                                            | The King of Kong
 Episode 1                                                                                            | When the Levees Broke: A Requiem in Four Acts
 Episode 2                                                                                            | Biggie and Tupac
 Episode 2                                                                                            | Brother's Keeper
 Episode 2                                                                                            | Dogtown and Z-Boys
 Episode 2                                                                                            | Inside Job
 Episode 2                                                                                            | Jesus Camp
 Episode 2                                                                                            | La marche de l'empereur
 Episode 2                                                                                            | Paragraph 175
 Episode 2                                                                                            | Taxi to the Dark Side
 Episode 2                                                                                            | Tongues Untied
 Episode 2                                                                                            | When We Were Kings
 Episode 210                                                                                          | Fred Claus
 Episode 210                                                                                          | The Wizard of Oz
 Episode 3                                                                                            | Enron: The Smartest Guys in the Room
 Episode 3                                                                                            | Exit Through the Gift Shop
 Episode 3                                                                                            | Fahrenheit 9/11
 Episode 3                                                                                            | GasLand
 Episode 3                                                                                            | Man on Wire
 Episode 3                                                                                            | Murderball
 Episode 3                                                                                            | Paradise Lost: The Child Murders at Robin Hood Hills
 Episode 3                                                                                            | Shut Up & Sing
 Episode 3                                                                                            | Tarnation
 Episode 3                                                                                            | The Eyes of Tammy Faye
 Episode 4                                                                                            | Bowling for Columbine
 Episode 4                                                                                            | Capturing the Friedmans
 Episode 4                                                                                            | Crumb
 Episode 4                                                                                            | Dark Days
 Episode 4                                                                                            | Food, Inc.
 Episode 4                                                                                            | Ônibus 174
 Episode 4                                                                                            | Paris Is Burning
 Episode 4                                                                                            | Street Fight
 Episode 4                                                                                            | The Fog of War: Eleven Lessons from the Life of Robert S. McNamara
 Episode 4                                                                                            | Touching the Void
 Episode I: The Baby Menace                                                                           | Star Trek
 Episode I: The Baby Menace                                                                           | Star Wars: Episode I - The Phantom Menace
 Epitaph                                                                                              | Fushicho no hane
 Eric & Pam                                                                                           | Michael Jackson: Thriller
 Erstes deutsches Zwangsensemble - Mach 3! 2007                                                       | Beyond Good & Evil
 Erstes deutsches Zwangsensemble - Mach 3! 2007                                                       | Beyond Good & Evil
 Et år efter                                                                                          | American Dad!
 Et år efter                                                                                          | Friends
 Et år efter                                                                                          | Game of Thrones
 Et år efter                                                                                          | Taken 2
 Et år efter                                                                                          | The Lovely Bones
 Evening Primrose                                                                                     | Evening Primrose
 Everybody Digs Doug                                                                                  | Everybody Loves Raymond
 Everything Sunny All the Time Always                                                                 | Diff'rent Strokes
 Everything Sunny All the Time Always                                                                 | Ghostbusters
 Everything Sunny All the Time Always                                                                 | Glengarry Glen Ross
 Everything Sunny All the Time Always                                                                 | Invictus
 Everything Sunny All the Time Always                                                                 | Mars Attacks!
 Everything Sunny All the Time Always                                                                 | Somewhere
 Everything Sunny All the Time Always                                                                 | Star Wars: Episode V - The Empire Strikes Back
 Evil Bong                                                                                            | Evil Bong
 Exorcism                                                                                             | The Exorcist
 Exorcist                                                                                             | The Exorcist
 Explanation of 5 Second Movies                                                                       | Batman
 Explanation of 5 Second Movies                                                                       | Rocky
 Explanation of 5 Second Movies                                                                       | The Lion King
 Explanation of 5 Second Movies                                                                       | Titanic
 Family Portrait                                                                                      | Columbo
 Family Portrait                                                                                      | On Golden Pond
 Family Values/Platypus/Red Strikes Back                                                              | The Brady Bunch
 Fantastic Sporting Finishes                                                                          | 2002 FIFA World Cup
 Fantastic Sporting Finishes                                                                          | 2006 FIFA World Cup
 Fantastic Sporting Finishes                                                                          | 2010 FIFA World Cup
 Fantastic Sporting Finishes                                                                          | 2014 FIFA World Cup
 Fantastic Sporting Finishes                                                                          | Channel Nine Cricket
 Fantastic Sporting Finishes                                                                          | Chariots of Fire
 Fantastic Sporting Finishes                                                                          | Crazes and Phases
 Fantastic Sporting Finishes                                                                          | Der Querulant
 Fantastic Sporting Finishes                                                                          | Deutschland. Ein Sommermärchen
 Fantastic Sporting Finishes                                                                          | FIFA Confederations Cup Brazil 2013
 Fantastic Sporting Finishes                                                                          | Final Draw for the 2014 FIFA World Cup Brazil
 Fantastic Sporting Finishes                                                                          | Ilusión Nacional
 Fantastic Sporting Finishes                                                                          | IX FIFA World Cup 1970
 Fantastic Sporting Finishes                                                                          | Preliminary Draw for the 2014 FIFA World Cup Brazil
 Fantastic Sporting Finishes                                                                          | Salt Lake City 2002: XIX Olympic Winter Games
 Fantastic Sporting Finishes                                                                          | Seoul 1988: Games of the XXIV Olympiad
 Fantastic Sporting Finishes                                                                          | Sporty, Rich & Sexy
 Fantastic Sporting Finishes                                                                          | The Comebacks
 Fantastic Sporting Finishes                                                                          | VIII FIFA World Cup 1966
 Fantastic Sporting Finishes                                                                          | Wetten, dass..? aus Stuttgart
 Fantastic Sporting Finishes                                                                          | X FIFA World Cup 1974
 Fantastic Sporting Finishes                                                                          | XI FIFA World Cup 1978
 Fantastic Sporting Finishes                                                                          | XII FIFA World Cup 1982
 Fantastic Sporting Finishes                                                                          | XIII FIFA World Cup 1986
 Fantastic Sporting Finishes                                                                          | XIV FIFA World Cup 1990
 Fantastic Sporting Finishes                                                                          | XV FIFA World Cup 1994
 Fantastic Sporting Finishes                                                                          | XVI FIFA World Cup 1998
 FANTasy Girl                                                                                         | Lady and the Tramp
 Father Knows Dick                                                                                    | Father Knows Best
 Father Knows Dick                                                                                    | Rebel Without a Cause
 Father Knows Dick                                                                                    | Star Wars
 Fear and Loathing in Rutherford                                                                      | Fear and Loathing in Las Vegas
 Fear and Loathing in Rutherford                                                                      | Jaws
 Fear and Loathing in Rutherford                                                                      | Scream
 Fear and Loathing in Rutherford                                                                      | The Birds
 Feelin' Albright                                                                                     | Mamma Mia!
 Fernando Nation                                                                                      | CSI: Crime Scene Investigation
 Fernando Nation                                                                                      | Don't Let Me Drown
 Fernando Nation                                                                                      | Rocky
 Fernando Nation                                                                                      | The Tonight Show Starring Johnny Carson
 Fiddler on the Roof                                                                                  | Fiddler on the Roof
 Fifteen Minutes of Dick                                                                              | Fame
 Fifteen Minutes of Dick                                                                              | Star Trek
 Fifteen Minutes of Dick                                                                              | Star Wars: Episode VI - Return of the Jedi
 Fifteen Minutes of Dick                                                                              | Star Wars: Episode V - The Empire Strikes Back
 Fifteen Minutes of Dick                                                                              | Sunset Blvd.
 Fifteen Minutes of Dick                                                                              | The Jerry Springer Show
 Fifth Element                                                                                        | The Fifth Element
 Fight for Your Right                                                                                 | Friday the 13th Part III
 Fight for Your Right                                                                                 | Risky Business
 Fight for Your Right                                                                                 | The Maury Povich Show
 Fight Friend                                                                                         | Miami Vice
 Fight Friend                                                                                         | Rocky
 Fight Friend                                                                                         | Rocky II
 Fight Friend                                                                                         | Rocky III
 Fight Friend                                                                                         | That's So Raven
 Film                                                                                                 | Jaws
 Film                                                                                                 | Psy
 Film                                                                                                 | The Godfather
 Financial Weapons of Mass Destruction/T Boone Pickens/Gorongosa                                      | Shokuba ni modorenai kikanhei/Pasokon fuhôtôki no jittai/Mozambîku ni yasei dôbutsu wo!
 Find Your Super Power Thing!                                                                         | Adventures in Supersitting
 Fireworks                                                                                            | Alias
 Fireworks                                                                                            | Caddyshack
 Fireworks                                                                                            | Fatal Attraction
 Fireworks                                                                                            | Friends
 Fireworks                                                                                            | Jaws
 Fireworks                                                                                            | Norbit
 Fireworks                                                                                            | Star Wars
 Fireworks                                                                                            | The Love Boat
 Fireworks                                                                                            | The Maury Povich Show
 Fireworks                                                                                            | The Wizard of Oz
 Fireworks                                                                                            | Tom Arnold/Neil Young
 Fireworks                                                                                            | Tootsie
 Fireworks                                                                                            | What's Happening!!
 First Meeting                                                                                        | Missing
 First Pitch                                                                                          | (2015-09-11)
 F Is for Fight, Fight, Fight!                                                                        | Jerry Maguire
 F Is for Fight, Fight, Fight!                                                                        | Porky's
 Florian Schroeder - Du willst es doch auch!                                                          | Mitternachtsspitzen
 Florian Schroeder - Du willst es doch auch!                                                          | Ottis Schlachthof
 Florian Schroeder - Du willst es doch auch!                                                          | Richling - Zwerch trifft Fell
 Florian Schroeder - Du willst es doch auch!                                                          | Sieben Tage, sieben Köpfe
 Florida                                                                                              | Dateline NBC
 Florida                                                                                              | JAG
 Florida                                                                                              | Star Wars
 Floyd                                                                                                | America's Most Wanted
 Floyd                                                                                                | A Nightmare on Elm Street
 Floyd                                                                                                | Cloverfield
 Floyd                                                                                                | Dateline NBC
 Floyd                                                                                                | Lady and the Tramp
 Floyd                                                                                                | The Andy Griffith Show
 Floyd                                                                                                | The Early Show
 Floyd                                                                                                | Today
 Flu Shot                                                                                             | Alvin and the Chipmunks
 Flu Shot                                                                                             | How Stella Got Her Groove Back
 Flu Shot                                                                                             | Matlock
 Flu Shot                                                                                             | Michael Jackson: Thriller
 Flu Shot                                                                                             | Patch Adams
 Flu Shot                                                                                             | Sicko
 Flu Shot                                                                                             | Tootsie
 Forever Hold Your Peace                                                                              | The Cosby Show
 Forever Hold Your Peace                                                                              | The Godfather
 Forever Hold Your Peace                                                                              | The Graduate
 Forrest Gump                                                                                         | Forrest Gump
 For the Record/Growth Industry/Robert Duvall                                                         | Truth
 Four Days in October                                                                                 | 2004 American League Championship Series
 Four Days in October                                                                                 | A Bitter Truth
 Four Days in October                                                                                 | Around the Horn
 Four Days in October                                                                                 | Baseball Tonight
 Four Days in October                                                                                 | Four Days in November
 Four Days in October                                                                                 | Greatest LCS Games
 Four Days in October                                                                                 | Pardon the Interruption
 Four Neighbors and a Funeral                                                                         | Four Weddings and a Funeral
 Fourth and Dick                                                                                      | Apocalypse Now
 Francesca, Baby                                                                                      | Teenage Superhero Pregnancy Scare
 Francis/Hometown Favorite                                                                            | 3 Years Later/The Health Wagon/Discovered
 Frankenstein Goes to Hollywood                                                                       | Bambi
 Frankenstein Goes to Hollywood                                                                       | Bride of Frankenstein
 Frankenstein Goes to Hollywood                                                                       | Bud Abbott Lou Costello Meet Frankenstein
 Frankenstein Goes to Hollywood                                                                       | Carry on Screaming!
 Frankenstein Goes to Hollywood                                                                       | Cat People
 Frankenstein Goes to Hollywood                                                                       | Citizen Kane
 Frankenstein Goes to Hollywood                                                                       | Dracula
 Frankenstein Goes to Hollywood                                                                       | Dracula
 Frankenstein Goes to Hollywood                                                                       | Dr. Jekyll and Mr. Hyde
 Frankenstein Goes to Hollywood                                                                       | Frankenstein
 Frankenstein Goes to Hollywood                                                                       | Freaks
 Frankenstein Goes to Hollywood                                                                       | Island of Lost Souls
 Frankenstein Goes to Hollywood                                                                       | I Walked with a Zombie
 Frankenstein Goes to Hollywood                                                                       | Jurassic Park
 Frankenstein Goes to Hollywood                                                                       | Mad Love
 Frankenstein Goes to Hollywood                                                                       | Mystery of the Wax Museum
 Frankenstein Goes to Hollywood                                                                       | Psycho
 Frankenstein Goes to Hollywood                                                                       | Son of Frankenstein
 Frankenstein Goes to Hollywood                                                                       | The Black Cat
 Frankenstein Goes to Hollywood                                                                       | The Body Snatcher
 Frankenstein Goes to Hollywood                                                                       | The Exorcist
 Frankenstein Goes to Hollywood                                                                       | The Leopard Man
 Frankenstein Goes to Hollywood                                                                       | The Mummy
 Frankenstein Goes to Hollywood                                                                       | The Mummy's Ghost
 Frankenstein Goes to Hollywood                                                                       | The Old Dark House
 Frankenstein Goes to Hollywood                                                                       | The Phantom of the Opera
 Frankenstein Goes to Hollywood                                                                       | The Texas Chain Saw Massacre
 Frankenstein Goes to Hollywood                                                                       | The Wolf Man
 Frankenstein's Friends                                                                               | Bride of Frankenstein
 Frankenstein's Friends                                                                               | Bud Abbott Lou Costello Meet Frankenstein
 Frankenstein's Friends                                                                               | Frankenstein
 Frankenstein's Friends                                                                               | Frankenstein
 Frankenstein's Friends                                                                               | Frankenstein
 Frankenstein's Friends                                                                               | Frankenstein Meets the Wolf Man
 Frankenstein's Friends                                                                               | Frankenstein Must Be Destroyed
 Frankenstein's Friends                                                                               | House of Dracula
 Frankenstein's Friends                                                                               | House of Frankenstein
 Frankenstein's Friends                                                                               | Son of Frankenstein
 Frankenstein's Friends                                                                               | The Curse of Frankenstein
 Frankenstein's Friends                                                                               | The Ghost of Frankenstein
 Frankie Goes to Rutherford                                                                           | E.T. the Extra-Terrestrial
 Freaks                                                                                               | Chained for Life
 Freaks                                                                                               | Freaks
 Freaks                                                                                               | Hexen bis aufs Blut gequält
 Freaks                                                                                               | Invaders from Mars
 Freaks                                                                                               | Lizard's Leg and Owlet's Wing
 Freaks                                                                                               | Lon Chaney Jr.
 Freaks                                                                                               | Man of a Thousand Faces
 Freaks                                                                                               | Metropolis
 Freaks                                                                                               | Notre-Dame de Paris
 Freaks                                                                                               | She Demons
 Freaks                                                                                               | The Dark Eyes of London
 Freaks                                                                                               | The Day the Earth Stood Still
 Freaks                                                                                               | The Face Behind the Mask
 Freaks                                                                                               | The Hills Have Eyes
 Freaks                                                                                               | The Hunchback of Notre Dame
 Freaks                                                                                               | The Jungle Captive
 Freaks                                                                                               | The Magic Sword
 Freaks                                                                                               | The Man with the Golden Gun
 Freaks                                                                                               | The Monster Maker
 Freaks                                                                                               | The Unearthly
 Freddy vs. Jason                                                                                     | Freddy vs. Jason
 Friday the 13th: Part 2                                                                              | Friday the 13th
 Frozen Dick                                                                                          | Aliens
 Frozen Dick                                                                                          | Johnny Mnemonic
 Frozen Dick                                                                                          | Muriel's Wedding
 Frozen Dick                                                                                          | Oklahoma!
 Frozen Dick                                                                                          | Priest
 Frozen Dick                                                                                          | The Brady Bunch Movie
 Frozen Dick                                                                                          | The Oprah Winfrey Show
 Frozen Dick                                                                                          | The Remains of the Day
 Frozen Dick                                                                                          | The Tie That Binds
 Frozen Dick                                                                                          | Tommy Boy
 Frozen Dick                                                                                          | Twilight Zone: The Movie
 Frozen Dick                                                                                          | Wayne's World
 Frozen Dick                                                                                          | West Side Story
 Funny Films                                                                                          | A Fish Called Wanda
 Funny Films                                                                                          | Airplane!
 Funny Films                                                                                          | American Pie
 Funny Films                                                                                          | Animal House
 Funny Films                                                                                          | Austin Powers: International Man of Mystery
 Funny Films                                                                                          | Blazing Saddles
 Funny Films                                                                                          | Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
 Funny Films                                                                                          | Caddyshack
 Funny Films                                                                                          | Dirty Rotten Scoundrels
 Funny Films                                                                                          | Dumb & Dumber
 Funny Films                                                                                          | Four Weddings and a Funeral
 Funny Films                                                                                          | Groundhog Day
 Funny Films                                                                                          | Kenny
 Funny Films                                                                                          | Life of Brian
 Funny Films                                                                                          | Meet the Parents
 Funny Films                                                                                          | My Big Fat Greek Wedding
 Funny Films                                                                                          | The Blues Brothers
 Funny Films                                                                                          | The Party
 Funny Films                                                                                          | There's Something About Mary
 Funny Films                                                                                          | This Is Spinal Tap
 Fun Times for Swingers                                                                               | Most Bizarre Episode
 Fun with Dick and Janet: Part 1                                                                      | Booty Call
 Fun with Dick and Janet: Part 1                                                                      | Fun with Dick and Jane
 Fun with Dick and Janet: Part 2                                                                      | A Streetcar Named Desire
 Fun with Dick and Janet: Part 2                                                                      | Casablanca
 Fun with Dick and Janet: Part 2                                                                      | Fun with Dick and Jane
 Fun with Dick and Janet: Part 2                                                                      | Men in Black
 Fun with Dick and Janet: Part 2                                                                      | Showgirls
 Fushicho no hane                                                                                     | Epitaph
 Future Husband                                                                                       | An Affair to Remember
 Future Husband                                                                                       | Cool Runnings
 Future Husband                                                                                       | Fatal Attraction
 Future Husband                                                                                       | I Am Legend
 Future Husband                                                                                       | Masquerade Ball
 Future Husband                                                                                       | Mission: Impossible
